"k","signal_mode","method","beta","power_smooth"
2,"abundance","AHC_euclidean",0.05,0.0507506990534124
2,"abundance","AHC_euclidean",0.0547738693467337,0.0501669775686175
2,"abundance","AHC_euclidean",0.0595477386934673,0.0496757732449825
2,"abundance","AHC_euclidean",0.064321608040201,0.049277216354729
2,"abundance","AHC_euclidean",0.0690954773869347,0.0489714371313818
2,"abundance","AHC_euclidean",0.0738693467336684,0.0487585656930608
2,"abundance","AHC_euclidean",0.078643216080402,0.0486387319620832
2,"abundance","AHC_euclidean",0.0834170854271357,0.0486120655806107
2,"abundance","AHC_euclidean",0.0881909547738693,0.0486786958220495
2,"abundance","AHC_euclidean",0.092964824120603,0.0488387514978668
2,"abundance","AHC_euclidean",0.0977386934673367,0.049092360859452
2,"abundance","AHC_euclidean",0.10251256281407,0.0494396514090883
2,"abundance","AHC_euclidean",0.107286432160804,0.0498807481501646
2,"abundance","AHC_euclidean",0.112060301507538,0.050415773661148
2,"abundance","AHC_euclidean",0.116834170854271,0.0510448495744461
2,"abundance","AHC_euclidean",0.121608040201005,0.0517680965191332
2,"abundance","AHC_euclidean",0.126381909547739,0.0525856339955613
2,"abundance","AHC_euclidean",0.131155778894472,0.0534975802442041
2,"abundance","AHC_euclidean",0.135929648241206,0.0545040521081235
2,"abundance","AHC_euclidean",0.14070351758794,0.0556051648883263
2,"abundance","AHC_euclidean",0.145477386934673,0.0568010321911454
2,"abundance","AHC_euclidean",0.150251256281407,0.0580917657661127
2,"abundance","AHC_euclidean",0.155025125628141,0.0594774711834895
2,"abundance","AHC_euclidean",0.159798994974874,0.0609582372598041
2,"abundance","AHC_euclidean",0.164572864321608,0.0625341464701196
2,"abundance","AHC_euclidean",0.169346733668342,0.0642052777245566
2,"abundance","AHC_euclidean",0.174120603015075,0.065971706178497
2,"abundance","AHC_euclidean",0.178894472361809,0.0678335030325155
2,"abundance","AHC_euclidean",0.183668341708543,0.0697907353215155
2,"abundance","AHC_euclidean",0.188442211055276,0.0718434656925134
2,"abundance","AHC_euclidean",0.19321608040201,0.0739917521705206
2,"abundance","AHC_euclidean",0.197989949748744,0.07623564791195
2,"abundance","AHC_euclidean",0.202763819095477,0.0785752011462913
2,"abundance","AHC_euclidean",0.207537688442211,0.0810104580998018
2,"abundance","AHC_euclidean",0.212311557788945,0.0835414625589159
2,"abundance","AHC_euclidean",0.217085427135678,0.086168253195722
2,"abundance","AHC_euclidean",0.221859296482412,0.0888908632471965
2,"abundance","AHC_euclidean",0.226633165829146,0.091709320266165
2,"abundance","AHC_euclidean",0.231407035175879,0.0946236458697315
2,"abundance","AHC_euclidean",0.236180904522613,0.0976338554863895
2,"abundance","AHC_euclidean",0.240954773869347,0.100739958103278
2,"abundance","AHC_euclidean",0.24572864321608,0.103941956015395
2,"abundance","AHC_euclidean",0.250502512562814,0.107239844564781
2,"abundance","AHC_euclidean",0.255276381909548,0.110633595029995
2,"abundance","AHC_euclidean",0.260050251256281,0.114123118322473
2,"abundance","AHC_euclidean",0.264824120603015,0.117708300022578
2,"abundance","AHC_euclidean",0.269597989949749,0.121389008428782
2,"abundance","AHC_euclidean",0.274371859296482,0.125165094207509
2,"abundance","AHC_euclidean",0.279145728643216,0.129036390116214
2,"abundance","AHC_euclidean",0.28391959798995,0.13300271083327
2,"abundance","AHC_euclidean",0.288693467336683,0.137063852942019
2,"abundance","AHC_euclidean",0.293467336683417,0.141219595136201
2,"abundance","AHC_euclidean",0.298241206030151,0.145469698742649
2,"abundance","AHC_euclidean",0.303015075376884,0.149813905735813
2,"abundance","AHC_euclidean",0.307788944723618,0.154251902454668
2,"abundance","AHC_euclidean",0.312562814070352,0.15878332786497
2,"abundance","AHC_euclidean",0.317336683417085,0.163407802318214
2,"abundance","AHC_euclidean",0.322110552763819,0.168124933376284
2,"abundance","AHC_euclidean",0.326884422110553,0.172934323890482
2,"abundance","AHC_euclidean",0.331658291457286,0.177835584256898
2,"abundance","AHC_euclidean",0.33643216080402,0.182828350838471
2,"abundance","AHC_euclidean",0.341206030150754,0.187912313452047
2,"abundance","AHC_euclidean",0.345979899497487,0.193087256057801
2,"abundance","AHC_euclidean",0.350753768844221,0.198353116570695
2,"abundance","AHC_euclidean",0.355527638190955,0.203710163412008
2,"abundance","AHC_euclidean",0.360301507537688,0.209159279297891
2,"abundance","AHC_euclidean",0.365075376884422,0.214701966653222
2,"abundance","AHC_euclidean",0.369849246231156,0.220340521598855
2,"abundance","AHC_euclidean",0.374623115577889,0.226078244609727
2,"abundance","AHC_euclidean",0.379396984924623,0.231919562519596
2,"abundance","AHC_euclidean",0.384170854271357,0.237869872113266
2,"abundance","AHC_euclidean",0.38894472361809,0.24393482244053
2,"abundance","AHC_euclidean",0.393718592964824,0.250118822646727
2,"abundance","AHC_euclidean",0.398492462311558,0.256423089624718
2,"abundance","AHC_euclidean",0.403266331658291,0.263260190442703
2,"abundance","AHC_euclidean",0.408040201005025,0.270390594324807
2,"abundance","AHC_euclidean",0.412814070351759,0.277634724774068
2,"abundance","AHC_euclidean",0.417587939698492,0.284967653012739
2,"abundance","AHC_euclidean",0.422361809045226,0.292354066146507
2,"abundance","AHC_euclidean",0.42713567839196,0.299567945612847
2,"abundance","AHC_euclidean",0.431909547738693,0.306632424556183
2,"abundance","AHC_euclidean",0.436683417085427,0.313819883088485
2,"abundance","AHC_euclidean",0.441457286432161,0.321124483048593
2,"abundance","AHC_euclidean",0.446231155778894,0.3285405098897
2,"abundance","AHC_euclidean",0.451005025125628,0.33613908484844
2,"abundance","AHC_euclidean",0.455778894472362,0.344064313638897
2,"abundance","AHC_euclidean",0.460552763819095,0.352090637045792
2,"abundance","AHC_euclidean",0.465326633165829,0.360214977201671
2,"abundance","AHC_euclidean",0.470100502512563,0.368400809241427
2,"abundance","AHC_euclidean",0.474874371859296,0.376609531730395
2,"abundance","AHC_euclidean",0.47964824120603,0.384659865411599
2,"abundance","AHC_euclidean",0.484422110552764,0.392832419687956
2,"abundance","AHC_euclidean",0.489195979899497,0.401115475748351
2,"abundance","AHC_euclidean",0.493969849246231,0.409488090404772
